"","WT 1","WT 2","WT 3","KO 1","KO 2","KO 3"
"ENSMUSG00000082925",1,0,0,0,0,2
"ENSMUSG00000082926",0,0,0,0,0,0
"ENSMUSG00000082927",1,1,0,1,0,1
"ENSMUSG00000082928",5,4,5,6,3,2
"ENSMUSG00000082929",0,0,0,0,0,1
"ENSMUSG00000082930",20,33,47,18,37,26
"ENSMUSG00000082931",0,0,0,0,0,0
"ENSMUSG00000082932",2,5,6,4,10,6
"ENSMUSG00000082933",0,0,0,0,0,0
"ENSMUSG00000082934",0,0,0,0,4,0
"ENSMUSG00000082935",761,978,1291,671,844,1014
"ENSMUSG00000082936",3,7,8,3,1,14
"ENSMUSG00000082937",0,0,0,0,0,0
"ENSMUSG00000082938",5,8,6,2,2,2
"ENSMUSG00000082939",1,2,2,4,2,3
"ENSMUSG00000082940",0,0,0,0,0,0
"ENSMUSG00000082941",0,1,1,3,1,2
"ENSMUSG00000082943",0,1,3,1,1,5
"ENSMUSG00000082945",0,0,0,0,0,0
"ENSMUSG00000082946",0,1,0,1,1,1
"ENSMUSG00000082947",0,0,0,0,0,0
"ENSMUSG00000082949",0,0,0,0,0,0
"ENSMUSG00000082950",0,0,0,0,0,0
"ENSMUSG00000082951",29,23,41,25,35,36
"ENSMUSG00000082952",0,0,0,0,0,0
"ENSMUSG00000082953",94,108,194,89,118,138
"ENSMUSG00000082954",0,0,0,0,0,0
"ENSMUSG00000082955",0,0,1,0,0,0
"ENSMUSG00000082956",0,1,2,0,0,1
"ENSMUSG00000082957",0,0,0,0,0,0
"ENSMUSG00000082958",0,0,0,0,0,0
"ENSMUSG00000082959",1,5,6,1,4,3
"ENSMUSG00000082960",0,0,0,0,0,0
"ENSMUSG00000082961",0,0,0,0,0,0
"ENSMUSG00000082962",0,0,0,0,0,0
"ENSMUSG00000082963",0,0,0,0,0,0
"ENSMUSG00000082964",6,3,10,6,3,8
"ENSMUSG00000082965",0,0,0,0,0,0
"ENSMUSG00000082966",0,0,0,0,0,0
"ENSMUSG00000082967",0,0,0,0,0,0
"ENSMUSG00000082968",0,0,0,0,0,0
"ENSMUSG00000082969",0,2,5,2,7,1
"ENSMUSG00000082970",0,0,0,0,0,0
"ENSMUSG00000082971",104,107,125,74,117,103
"ENSMUSG00000082973",0,0,0,0,0,0
"ENSMUSG00000082974",92,152,227,107,157,135
"ENSMUSG00000082975",0,0,0,0,0,0
"ENSMUSG00000082976",0,1,1,0,1,0
"ENSMUSG00000082977",0,0,0,0,0,0
"ENSMUSG00000082978",0,4,0,0,1,0
"ENSMUSG00000082980",0,0,0,0,0,0
"ENSMUSG00000082981",0,0,0,1,0,3
"ENSMUSG00000082982",0,0,0,0,0,0
"ENSMUSG00000082983",0,0,0,0,0,0
"ENSMUSG00000082985",49,71,69,30,77,76
"ENSMUSG00000082986",0,0,0,0,0,0
"ENSMUSG00000082987",0,0,0,0,0,1
"ENSMUSG00000082988",156,194,242,138,197,195
"ENSMUSG00000082989",0,0,0,0,0,0
"ENSMUSG00000082990",0,0,0,0,1,0
"ENSMUSG00000082991",0,0,0,0,0,0
"ENSMUSG00000082993",0,0,0,0,0,0
"ENSMUSG00000082994",0,0,0,0,0,0
"ENSMUSG00000082995",0,0,0,0,0,0
"ENSMUSG00000082996",3,3,1,3,0,3
"ENSMUSG00000082997",0,0,0,0,0,0
"ENSMUSG00000082998",54,113,116,72,95,94
"ENSMUSG00000083000",0,0,0,0,0,0
"ENSMUSG00000083001",0,0,0,0,0,0
"ENSMUSG00000083004",0,0,0,0,0,0
"ENSMUSG00000083005",0,0,0,0,0,0
"ENSMUSG00000083006",3,1,2,0,0,2
"ENSMUSG00000083007",0,0,1,0,0,0
"ENSMUSG00000083008",1,0,0,1,1,0
"ENSMUSG00000083009",1,2,3,0,2,3
"ENSMUSG00000083010",0,0,0,0,0,0
"ENSMUSG00000083011",0,1,0,0,0,0
"ENSMUSG00000083012",84,99,144,75,92,97
"ENSMUSG00000083014",22,36,45,28,31,41
"ENSMUSG00000083015",9,9,20,5,9,44
"ENSMUSG00000083016",0,2,0,0,0,0
"ENSMUSG00000083017",0,0,0,0,0,0
"ENSMUSG00000083018",0,0,0,0,0,0
"ENSMUSG00000083019",0,0,0,0,0,0
"ENSMUSG00000083020",0,0,0,0,0,0
"ENSMUSG00000083022",3,15,8,3,3,1
"ENSMUSG00000083023",1,0,0,0,1,0
"ENSMUSG00000083024",0,0,0,0,0,0
"ENSMUSG00000083025",0,0,0,0,0,0
"ENSMUSG00000083026",0,0,0,0,0,0
"ENSMUSG00000083027",24,27,43,10,19,28
"ENSMUSG00000083028",0,0,0,0,0,0
"ENSMUSG00000083029",0,0,0,0,0,0
"ENSMUSG00000083030",0,0,0,0,0,0
"ENSMUSG00000083031",0,0,0,0,0,0
"ENSMUSG00000083032",0,0,0,0,0,0
"ENSMUSG00000083033",0,0,0,0,0,0
"ENSMUSG00000083034",0,0,1,0,0,1
"ENSMUSG00000083037",14,13,13,12,6,13
"ENSMUSG00000083038",0,0,0,0,0,0
"ENSMUSG00000083039",0,0,0,0,0,0
"ENSMUSG00000083041",26,28,51,17,51,29
"ENSMUSG00000083042",0,0,0,0,0,0
"ENSMUSG00000083043",19,29,29,14,24,20
"ENSMUSG00000083044",1,1,1,0,0,1
"ENSMUSG00000083045",0,0,0,0,0,0
"ENSMUSG00000083046",9,6,6,3,4,0
"ENSMUSG00000083047",1,0,0,0,0,0
"ENSMUSG00000083049",12,15,17,18,19,21
"ENSMUSG00000083050",4,1,4,2,3,8
"ENSMUSG00000083052",0,0,0,0,0,0
"ENSMUSG00000083053",0,0,0,0,0,0
"ENSMUSG00000083054",0,0,0,0,0,0
"ENSMUSG00000083055",18,35,36,21,26,28
"ENSMUSG00000083057",0,0,0,0,0,0
"ENSMUSG00000083058",0,0,0,0,0,0
"ENSMUSG00000083059",0,0,0,0,0,0
"ENSMUSG00000083060",0,0,0,0,0,0
"ENSMUSG00000083061",0,0,0,0,0,0
"ENSMUSG00000083062",0,0,0,0,0,0
"ENSMUSG00000083063",0,0,0,0,0,0
"ENSMUSG00000083064",236,272,367,209,233,255
"ENSMUSG00000083065",0,0,0,0,1,0
"ENSMUSG00000083066",0,0,0,0,0,0
"ENSMUSG00000083067",0,0,0,0,0,0
"ENSMUSG00000083068",0,0,0,0,0,0
"ENSMUSG00000083069",0,0,0,0,0,0
"ENSMUSG00000083070",2,8,13,2,6,4
"ENSMUSG00000083072",0,0,0,1,0,0
"ENSMUSG00000083073",0,0,1,0,0,0
"ENSMUSG00000083074",0,0,0,0,0,0
"ENSMUSG00000083075",0,0,0,0,0,0
"ENSMUSG00000083076",0,1,1,3,0,0
"ENSMUSG00000083077",26,20,32,4,19,16
"ENSMUSG00000083078",0,0,0,0,0,0
"ENSMUSG00000083079",0,0,0,0,0,0
"ENSMUSG00000083080",0,0,0,0,0,0
"ENSMUSG00000083081",0,0,2,0,0,0
"ENSMUSG00000083083",10,23,7,11,17,22
"ENSMUSG00000083084",0,0,0,0,1,0
"ENSMUSG00000083085",0,0,0,0,0,0
"ENSMUSG00000083086",0,0,0,0,0,0
"ENSMUSG00000083087",5,4,7,1,7,3
"ENSMUSG00000083088",0,0,0,0,0,0
"ENSMUSG00000083089",0,0,0,0,0,0
"ENSMUSG00000083090",0,0,1,1,0,2
"ENSMUSG00000083091",0,0,0,0,0,0
"ENSMUSG00000083093",1,3,6,2,3,4
"ENSMUSG00000083094",0,2,0,0,0,0
"ENSMUSG00000083095",0,0,0,0,0,0
"ENSMUSG00000083096",0,0,0,0,0,0
"ENSMUSG00000083097",3,2,4,0,4,3
"ENSMUSG00000083098",0,0,0,0,0,0
"ENSMUSG00000083099",0,0,0,0,0,0
"ENSMUSG00000083100",0,2,0,0,1,0
"ENSMUSG00000083101",0,0,0,0,0,0
"ENSMUSG00000083103",0,0,0,0,0,0
"ENSMUSG00000083104",15,8,8,8,8,15
"ENSMUSG00000083105",0,0,0,0,0,0
"ENSMUSG00000083106",0,0,0,0,0,0
"ENSMUSG00000083107",41,62,86,32,59,63
"ENSMUSG00000083109",0,0,0,0,0,0
"ENSMUSG00000083110",0,0,0,0,0,0
"ENSMUSG00000083111",0,1,1,0,0,0
"ENSMUSG00000083112",3,10,5,0,4,11
"ENSMUSG00000083113",0,0,1,0,0,0
"ENSMUSG00000083114",0,0,0,0,0,0
"ENSMUSG00000083115",0,1,0,0,0,0
"ENSMUSG00000083116",512,586,792,426,537,707
"ENSMUSG00000083117",0,0,0,0,0,0
"ENSMUSG00000083118",0,0,0,0,0,0
"ENSMUSG00000083119",0,0,0,0,0,0
"ENSMUSG00000083120",0,0,0,0,0,0
"ENSMUSG00000083121",0,0,0,0,0,0
"ENSMUSG00000083122",0,0,0,0,0,0
"ENSMUSG00000083123",0,0,0,0,0,0
"ENSMUSG00000083124",0,0,0,0,0,0
"ENSMUSG00000083125",0,0,0,0,0,0
"ENSMUSG00000083126",30,50,25,15,29,25
"ENSMUSG00000083127",0,0,0,0,0,0
"ENSMUSG00000083128",0,0,0,0,0,0
"ENSMUSG00000083129",0,0,0,0,0,0
"ENSMUSG00000083130",0,0,0,0,0,0
"ENSMUSG00000083132",1,1,0,0,0,2
"ENSMUSG00000083133",0,0,0,0,0,0
"ENSMUSG00000083135",0,0,0,0,0,0
"ENSMUSG00000083136",0,0,0,0,0,0
"ENSMUSG00000083137",0,1,0,0,0,0
"ENSMUSG00000083138",0,0,0,0,0,0
"ENSMUSG00000083139",217,282,285,226,212,218
"ENSMUSG00000083140",0,0,0,0,0,0
"ENSMUSG00000083141",0,0,0,0,0,0
"ENSMUSG00000083142",0,0,0,0,0,0
"ENSMUSG00000083143",0,0,0,0,0,0
"ENSMUSG00000083144",0,0,0,0,0,0
"ENSMUSG00000083145",0,0,0,0,0,0
"ENSMUSG00000083147",0,0,0,0,0,0
"ENSMUSG00000083149",0,0,1,0,0,0
"ENSMUSG00000083150",0,0,0,0,0,0
"ENSMUSG00000083151",0,0,0,0,0,0
"ENSMUSG00000083152",1,6,11,4,5,10
"ENSMUSG00000083153",3,0,0,0,0,0
"ENSMUSG00000083154",0,0,4,3,1,3
"ENSMUSG00000083155",0,0,0,0,0,0
"ENSMUSG00000083156",0,0,0,0,0,0
"ENSMUSG00000083157",1,0,0,1,0,0
"ENSMUSG00000083158",0,0,0,0,0,0
"ENSMUSG00000083159",79,104,128,67,73,111
"ENSMUSG00000083160",1,7,5,3,7,1
"ENSMUSG00000083161",2,4,5,0,1,3
"ENSMUSG00000083162",12,10,24,6,9,14
"ENSMUSG00000083163",0,0,0,0,0,0
"ENSMUSG00000083165",0,0,0,0,0,0
"ENSMUSG00000083166",0,1,1,0,0,2
"ENSMUSG00000083167",0,0,0,0,0,0
"ENSMUSG00000083168",0,0,0,0,0,0
"ENSMUSG00000083169",452,574,685,359,478,521
"ENSMUSG00000083170",0,0,0,0,0,0
"ENSMUSG00000083171",34,26,39,9,25,28
"ENSMUSG00000083172",0,0,0,0,0,0
"ENSMUSG00000083173",0,0,0,0,0,0
"ENSMUSG00000083174",3,2,2,1,5,2
"ENSMUSG00000083175",0,0,0,0,0,0
"ENSMUSG00000083176",0,1,1,0,0,1
"ENSMUSG00000083177",0,0,1,0,1,0
"ENSMUSG00000083178",0,0,0,0,0,0
"ENSMUSG00000083179",170,215,308,168,224,255
"ENSMUSG00000083180",0,0,0,0,0,0
"ENSMUSG00000083181",0,0,0,0,0,0
"ENSMUSG00000083182",4,0,4,0,1,2
"ENSMUSG00000083183",172,197,229,163,190,195
"ENSMUSG00000083184",0,0,0,0,0,0
"ENSMUSG00000083185",0,0,0,0,0,0
"ENSMUSG00000083186",0,0,0,0,0,0
"ENSMUSG00000083188",0,0,0,0,0,0
"ENSMUSG00000083190",0,0,0,0,0,0
"ENSMUSG00000083191",0,0,0,0,0,1
"ENSMUSG00000083192",0,1,0,0,0,0
"ENSMUSG00000083193",6,1,2,2,1,1
"ENSMUSG00000083195",0,0,0,0,0,0
"ENSMUSG00000083196",0,0,0,0,0,0
"ENSMUSG00000083197",1,0,0,0,0,0
"ENSMUSG00000083199",0,3,0,0,0,0
"ENSMUSG00000083200",131,145,237,121,160,142
"ENSMUSG00000083201",2,0,0,0,0,1
"ENSMUSG00000083202",1,1,0,0,0,0
"ENSMUSG00000083203",0,0,0,0,0,0
"ENSMUSG00000083204",0,0,0,0,0,0
"ENSMUSG00000083205",0,0,0,0,0,0
"ENSMUSG00000083206",4,7,7,6,7,5
"ENSMUSG00000083207",124,112,171,90,110,121
"ENSMUSG00000083208",0,0,0,0,0,0
"ENSMUSG00000083209",0,0,0,0,0,0
"ENSMUSG00000083210",0,0,0,0,0,0
"ENSMUSG00000083211",0,0,0,0,0,0
"ENSMUSG00000083212",1,1,0,0,0,1
"ENSMUSG00000083213",3,3,0,0,2,1
"ENSMUSG00000083214",0,0,0,0,0,0
"ENSMUSG00000083215",16,17,23,4,15,11
"ENSMUSG00000083216",0,0,0,0,0,0
"ENSMUSG00000083218",326,389,523,299,416,444
"ENSMUSG00000083219",1,4,1,0,1,2
"ENSMUSG00000083220",0,0,0,0,0,0
"ENSMUSG00000083221",0,0,0,0,0,0
"ENSMUSG00000083222",2,0,3,1,0,1
"ENSMUSG00000083223",1,0,2,0,0,2
"ENSMUSG00000083224",0,0,0,0,0,0
"ENSMUSG00000083225",0,0,0,0,0,0
"ENSMUSG00000083226",2,2,1,2,0,1
"ENSMUSG00000083227",0,0,0,0,0,0
"ENSMUSG00000083228",0,0,0,0,0,0
"ENSMUSG00000083229",0,0,0,0,0,0
"ENSMUSG00000083230",0,0,0,2,1,1
"ENSMUSG00000083231",0,0,0,0,0,0
"ENSMUSG00000083232",0,0,0,1,0,0
"ENSMUSG00000083233",0,0,0,1,0,0
"ENSMUSG00000083234",0,0,0,0,0,0
"ENSMUSG00000083235",0,0,0,0,0,0
"ENSMUSG00000083236",0,0,0,0,0,0
"ENSMUSG00000083237",0,0,1,0,0,0
"ENSMUSG00000083238",0,0,0,0,0,1
"ENSMUSG00000083239",0,0,0,0,0,0
"ENSMUSG00000083240",367,477,643,291,443,499
"ENSMUSG00000083241",2,4,2,0,3,0
"ENSMUSG00000083242",11,6,4,5,9,1
"ENSMUSG00000083243",10,21,20,13,12,16
"ENSMUSG00000083244",0,0,0,0,0,1
"ENSMUSG00000083245",2,0,2,0,1,0
"ENSMUSG00000083246",7,3,7,2,0,6
"ENSMUSG00000083248",0,0,0,0,0,0
"ENSMUSG00000083249",0,0,0,0,0,0
"ENSMUSG00000083250",150,173,281,118,164,187
"ENSMUSG00000083251",0,0,0,0,0,0
"ENSMUSG00000083252",0,0,0,0,0,0
"ENSMUSG00000083253",56,53,85,44,84,58
"ENSMUSG00000083254",0,0,0,0,0,0
"ENSMUSG00000083255",0,0,0,0,0,0
"ENSMUSG00000083256",0,0,0,0,0,0
"ENSMUSG00000083257",0,1,0,0,0,1
"ENSMUSG00000083258",302,403,471,258,317,329
"ENSMUSG00000083260",0,0,0,0,1,0
"ENSMUSG00000083261",1,0,0,0,1,0
"ENSMUSG00000083262",0,1,1,0,0,0
"ENSMUSG00000083263",0,0,0,2,1,2
"ENSMUSG00000083264",0,0,0,0,0,0
"ENSMUSG00000083266",0,0,0,0,0,0
"ENSMUSG00000083267",0,0,0,0,0,0
"ENSMUSG00000083268",0,1,1,0,2,2
"ENSMUSG00000083269",0,0,0,0,0,0
"ENSMUSG00000083270",547,717,985,408,731,707
"ENSMUSG00000083271",0,0,1,0,0,0
"ENSMUSG00000083272",1,0,0,1,0,0
"ENSMUSG00000083274",3,0,1,0,1,0
"ENSMUSG00000083275",1,1,0,1,2,2
"ENSMUSG00000083276",0,0,0,0,0,0
"ENSMUSG00000083277",0,0,0,0,0,0
"ENSMUSG00000083278",0,0,0,0,0,0
"ENSMUSG00000083279",7,6,5,1,3,3
"ENSMUSG00000083280",284,306,450,216,307,335
"ENSMUSG00000083281",84,87,123,65,99,81
"ENSMUSG00000083282",2075,2340,3213,1745,2528,2321
"ENSMUSG00000083283",0,0,0,0,0,0
"ENSMUSG00000083284",38,43,46,27,35,53
"ENSMUSG00000083285",1,0,0,0,1,3
"ENSMUSG00000083287",19,24,41,13,27,30
"ENSMUSG00000083288",0,0,0,0,0,0
"ENSMUSG00000083289",90,108,232,124,152,251
"ENSMUSG00000083290",0,0,0,0,0,0
"ENSMUSG00000083291",0,0,0,0,0,0
"ENSMUSG00000083292",0,0,0,0,0,0
"ENSMUSG00000083293",0,0,0,0,0,0
"ENSMUSG00000083294",0,0,0,0,0,0
"ENSMUSG00000083296",0,0,0,0,0,0
"ENSMUSG00000083297",0,0,0,0,0,0
"ENSMUSG00000083298",0,1,0,0,0,1
"ENSMUSG00000083299",0,0,0,0,0,0
"ENSMUSG00000083300",0,6,0,0,0,0
"ENSMUSG00000083303",0,0,0,0,0,0
"ENSMUSG00000083304",0,0,0,0,0,0
"ENSMUSG00000083305",6,3,8,3,1,6
"ENSMUSG00000083306",2,2,1,0,1,2
"ENSMUSG00000083307",250,266,329,148,206,220
"ENSMUSG00000083309",0,0,0,1,0,0
"ENSMUSG00000083310",0,1,0,0,0,0
"ENSMUSG00000083311",0,0,0,0,0,0
"ENSMUSG00000083312",0,0,0,0,0,0
"ENSMUSG00000083314",7,3,4,1,1,4
"ENSMUSG00000083315",0,0,0,0,0,0
"ENSMUSG00000083316",0,0,0,0,0,0
"ENSMUSG00000083317",0,0,0,0,0,0
"ENSMUSG00000083318",35,40,52,22,24,28
"ENSMUSG00000083319",0,0,0,0,0,0
"ENSMUSG00000083320",2,1,0,1,0,0
"ENSMUSG00000083321",0,0,0,0,0,0
"ENSMUSG00000083324",0,0,0,0,0,0
"ENSMUSG00000083325",671,782,1182,597,837,942
"ENSMUSG00000083326",0,0,3,1,2,1
"ENSMUSG00000083327",3968,4685,6358,3074,4443,4610
"ENSMUSG00000083328",0,0,1,0,0,0
"ENSMUSG00000083329",0,0,0,0,0,0
"ENSMUSG00000083330",0,0,0,0,0,0
"ENSMUSG00000083331",0,0,1,0,0,0
"ENSMUSG00000083332",4,5,5,6,1,4
"ENSMUSG00000083333",0,0,0,0,0,0
"ENSMUSG00000083334",0,0,0,0,0,0
"ENSMUSG00000083335",0,0,0,0,0,0
"ENSMUSG00000083336",0,0,0,0,0,0
"ENSMUSG00000083337",12,19,14,8,19,23
"ENSMUSG00000083338",48,55,64,42,56,44
"ENSMUSG00000083339",0,0,2,1,0,1
"ENSMUSG00000083340",1,0,0,1,1,0
"ENSMUSG00000083341",0,1,2,0,1,1
"ENSMUSG00000083342",0,0,1,0,0,0
"ENSMUSG00000083343",0,0,0,0,0,0
"ENSMUSG00000083344",0,0,0,0,0,0
"ENSMUSG00000083345",0,0,0,0,0,0
"ENSMUSG00000083346",1,0,0,0,0,0
"ENSMUSG00000083347",0,0,0,0,0,0
"ENSMUSG00000083348",0,0,0,0,0,0
"ENSMUSG00000083350",0,0,0,0,0,0
"ENSMUSG00000083351",0,1,0,0,0,0
"ENSMUSG00000083352",0,0,0,0,0,0
"ENSMUSG00000083353",6,6,9,10,2,10
"ENSMUSG00000083355",2,2,2,6,3,4
"ENSMUSG00000083356",43,42,64,42,51,52
"ENSMUSG00000083358",0,0,0,0,0,0
"ENSMUSG00000083359",2,0,1,1,0,0
"ENSMUSG00000083360",0,0,0,0,0,0
"ENSMUSG00000083361",0,0,0,0,0,0
"ENSMUSG00000083362",2,6,3,5,7,2
"ENSMUSG00000083363",0,0,0,0,0,0
"ENSMUSG00000083364",39,73,68,36,58,64
"ENSMUSG00000083365",0,0,0,0,0,0
"ENSMUSG00000083366",0,0,0,0,0,0
"ENSMUSG00000083367",490,548,701,350,498,555
"ENSMUSG00000083368",0,0,1,0,0,2
"ENSMUSG00000083369",0,0,0,0,0,0
"ENSMUSG00000083371",0,2,1,0,0,0
"ENSMUSG00000083372",99,135,150,52,90,102
"ENSMUSG00000083373",39,69,88,35,73,60
"ENSMUSG00000083374",0,1,0,0,0,0
"ENSMUSG00000083375",0,0,0,0,0,0
"ENSMUSG00000083376",0,0,0,0,0,0
"ENSMUSG00000083377",3,7,5,9,3,2
"ENSMUSG00000083378",18,24,35,16,22,20
"ENSMUSG00000083379",0,0,0,0,0,0
"ENSMUSG00000083380",0,0,0,0,0,0
"ENSMUSG00000083381",0,0,0,0,0,0
"ENSMUSG00000083382",0,0,0,0,0,0
"ENSMUSG00000083383",0,0,0,0,0,0
"ENSMUSG00000083384",0,1,2,0,1,0
"ENSMUSG00000083385",0,0,0,0,1,0
"ENSMUSG00000083386",0,0,0,0,0,1
"ENSMUSG00000083387",0,0,0,0,0,0
"ENSMUSG00000083388",1,0,0,0,0,0
"ENSMUSG00000083389",0,0,0,0,0,0
"ENSMUSG00000083390",1,0,0,0,0,0
"ENSMUSG00000083391",1,1,1,0,1,0
"ENSMUSG00000083392",1,0,1,0,0,0
"ENSMUSG00000083393",0,0,0,0,0,0
"ENSMUSG00000083394",0,0,0,0,0,1
"ENSMUSG00000083395",0,1,0,0,0,0
"ENSMUSG00000083396",32,63,80,32,39,76
"ENSMUSG00000083397",15,10,20,18,19,26
"ENSMUSG00000083398",0,0,0,0,0,0
"ENSMUSG00000083399",57,59,95,45,62,81
"ENSMUSG00000083400",0,0,0,0,0,0
"ENSMUSG00000083401",0,0,0,0,0,0
"ENSMUSG00000083402",0,0,0,0,0,0
"ENSMUSG00000083403",0,0,0,0,0,0
"ENSMUSG00000083404",0,0,0,0,0,0
"ENSMUSG00000083406",12,15,25,14,11,25
"ENSMUSG00000083407",3,1,1,1,1,1
"ENSMUSG00000083409",0,0,0,0,0,0
"ENSMUSG00000083410",0,0,0,0,0,0
"ENSMUSG00000083411",0,0,0,0,0,0
"ENSMUSG00000083412",2,0,1,0,0,2
"ENSMUSG00000083413",1,0,1,0,1,5
"ENSMUSG00000083414",0,0,0,0,0,0
"ENSMUSG00000083415",0,0,0,0,0,0
"ENSMUSG00000083416",6,13,17,5,10,12
"ENSMUSG00000083417",0,0,0,0,0,0
"ENSMUSG00000083418",0,0,0,0,0,0
"ENSMUSG00000083419",0,0,0,0,0,0
"ENSMUSG00000083420",0,0,0,2,0,1
"ENSMUSG00000083421",5,7,7,10,16,0
"ENSMUSG00000083422",0,0,1,0,0,1
"ENSMUSG00000083423",0,0,0,0,0,0
"ENSMUSG00000083424",1,0,1,0,1,0
"ENSMUSG00000083425",0,0,0,0,0,1
"ENSMUSG00000083427",0,1,0,0,2,2
"ENSMUSG00000083428",0,0,0,0,0,1
"ENSMUSG00000083429",0,1,0,0,0,0
"ENSMUSG00000083430",0,0,0,0,0,0
"ENSMUSG00000083431",1,3,1,0,0,0
"ENSMUSG00000083432",0,0,0,0,0,0
"ENSMUSG00000083433",0,0,0,0,0,0
"ENSMUSG00000083434",0,0,0,0,0,1
"ENSMUSG00000083435",2,0,0,0,0,0
"ENSMUSG00000083436",1,0,1,0,0,0
"ENSMUSG00000083437",0,0,0,0,0,0
"ENSMUSG00000083438",134,169,232,124,136,188
"ENSMUSG00000083439",0,0,0,0,0,0
"ENSMUSG00000083440",1,0,0,0,0,0
"ENSMUSG00000083441",1,1,2,1,1,2
"ENSMUSG00000083442",0,0,0,0,0,0
"ENSMUSG00000083443",659,854,1031,613,743,715
"ENSMUSG00000083444",0,0,0,0,0,0
"ENSMUSG00000083446",0,0,0,0,0,0
"ENSMUSG00000083447",0,0,0,0,0,0
"ENSMUSG00000083448",0,0,0,0,0,0
"ENSMUSG00000083449",67,75,81,46,71,86
"ENSMUSG00000083450",0,0,0,0,0,0
"ENSMUSG00000083451",0,0,0,0,0,0
"ENSMUSG00000083452",0,0,0,0,0,0
"ENSMUSG00000083453",15,21,31,15,22,19
"ENSMUSG00000083454",0,0,1,0,0,0
"ENSMUSG00000083455",0,0,0,0,0,0
"ENSMUSG00000083456",0,0,0,0,0,0
"ENSMUSG00000083457",0,0,0,0,0,0
"ENSMUSG00000083458",151,173,266,123,186,165
"ENSMUSG00000083460",0,0,1,0,0,1
"ENSMUSG00000083461",10,8,13,6,6,7
"ENSMUSG00000083462",27,15,31,14,16,23
"ENSMUSG00000083463",0,0,0,0,0,0
"ENSMUSG00000083465",28,42,41,25,36,39
"ENSMUSG00000083466",0,0,0,0,0,0
"ENSMUSG00000083467",0,0,0,0,0,0
"ENSMUSG00000083468",0,0,0,0,0,0
"ENSMUSG00000083469",2,3,1,1,3,2
"ENSMUSG00000083470",0,0,0,0,0,0
"ENSMUSG00000083471",0,0,0,0,0,0
"ENSMUSG00000083472",0,0,1,0,0,0
"ENSMUSG00000083473",1,0,1,0,0,2
"ENSMUSG00000083474",1,0,0,0,0,0
"ENSMUSG00000083475",0,0,0,0,0,0
"ENSMUSG00000083477",743,980,1241,637,871,900
"ENSMUSG00000083478",0,0,0,0,0,0
"ENSMUSG00000083479",0,0,0,0,0,0
"ENSMUSG00000083481",0,0,0,0,0,0
"ENSMUSG00000083482",1,0,5,0,0,8
"ENSMUSG00000083483",0,0,2,0,0,1
"ENSMUSG00000083484",0,0,0,0,0,0
"ENSMUSG00000083485",1,0,2,2,2,2
"ENSMUSG00000083486",1,0,0,0,0,0
"ENSMUSG00000083487",0,0,0,0,0,0
"ENSMUSG00000083488",0,0,0,0,0,0
"ENSMUSG00000083489",0,0,0,0,0,0
"ENSMUSG00000083490",0,0,0,0,0,0
"ENSMUSG00000083491",0,0,0,0,0,0
"ENSMUSG00000083492",0,0,0,0,0,0
"ENSMUSG00000083493",0,0,0,1,0,0
"ENSMUSG00000083494",0,0,0,0,0,0
"ENSMUSG00000083495",0,0,0,0,0,0
"ENSMUSG00000083496",0,1,0,0,0,0
"ENSMUSG00000083498",0,0,0,0,0,0
"ENSMUSG00000083499",0,0,0,0,0,0
"ENSMUSG00000083500",3,9,7,7,1,10
"ENSMUSG00000083501",0,0,0,0,0,0
"ENSMUSG00000083502",1,2,2,0,0,0
"ENSMUSG00000083503",0,0,0,0,0,0
"ENSMUSG00000083504",0,0,0,0,0,0
"ENSMUSG00000083505",0,3,5,5,3,2
"ENSMUSG00000083507",0,0,0,0,0,0
"ENSMUSG00000083508",0,0,0,0,0,0
"ENSMUSG00000083509",0,0,0,0,0,0
"ENSMUSG00000083510",0,0,0,0,0,0
"ENSMUSG00000083512",7,6,8,4,10,7
"ENSMUSG00000083513",0,0,0,0,0,0
"ENSMUSG00000083514",0,0,0,0,0,0
"ENSMUSG00000083515",0,0,0,0,0,0
"ENSMUSG00000083516",0,0,0,0,0,0
"ENSMUSG00000083517",0,0,0,0,0,0
"ENSMUSG00000083518",0,3,1,2,0,5
"ENSMUSG00000083519",0,0,0,0,0,0
"ENSMUSG00000083520",6,2,4,1,2,8
"ENSMUSG00000083521",0,0,0,0,0,1
"ENSMUSG00000083522",0,0,0,0,0,0
"ENSMUSG00000083524",0,0,0,0,0,0
"ENSMUSG00000083527",0,0,0,0,0,0
"ENSMUSG00000083528",0,1,0,1,0,0
"ENSMUSG00000083529",0,0,0,0,0,0
"ENSMUSG00000083530",0,0,0,0,0,0
"ENSMUSG00000083533",0,0,0,0,0,0
"ENSMUSG00000083534",69,116,74,47,58,76
"ENSMUSG00000083535",0,0,0,0,0,0
"ENSMUSG00000083536",0,1,2,0,0,1
"ENSMUSG00000083537",3,7,4,2,2,7
"ENSMUSG00000083538",4,2,8,2,6,5
"ENSMUSG00000083539",1,0,0,0,0,0
"ENSMUSG00000083541",0,0,0,0,0,0
"ENSMUSG00000083542",0,0,0,0,0,0
"ENSMUSG00000083543",0,0,0,0,0,0
"ENSMUSG00000083544",78,90,121,71,98,79
"ENSMUSG00000083545",0,0,0,0,0,0
"ENSMUSG00000083546",0,0,0,0,0,0
"ENSMUSG00000083547",1,0,0,0,0,0
"ENSMUSG00000083548",0,0,0,0,2,0
