"","WT 1","WT 2","WT 3","KO 1","KO 2","KO 3"
"ENSMUSG00000096538",0,0,0,0,0,0
"ENSMUSG00000096539",0,0,0,0,0,0
"ENSMUSG00000096540",0,0,0,0,0,0
"ENSMUSG00000096541",0,0,0,0,0,0
"ENSMUSG00000096542",0,0,0,0,0,0
"ENSMUSG00000096543",0,0,0,0,0,0
"ENSMUSG00000096544",0,0,0,0,0,0
"ENSMUSG00000096545",0,0,0,0,0,0
"ENSMUSG00000096546",0,0,0,0,0,0
"ENSMUSG00000096547",0,0,0,0,0,0
"ENSMUSG00000096548",0,0,0,0,0,0
"ENSMUSG00000096549",0,0,0,0,0,0
"ENSMUSG00000096550",0,0,0,0,0,0
"ENSMUSG00000096551",0,0,0,0,0,0
"ENSMUSG00000096552",0,0,0,0,0,0
"ENSMUSG00000096553",0,0,0,0,0,0
"ENSMUSG00000096554",0,0,0,0,0,0
"ENSMUSG00000096555",0,0,0,0,0,0
"ENSMUSG00000096556",0,0,0,0,0,0
"ENSMUSG00000096557",0,0,0,0,0,0
"ENSMUSG00000096558",0,0,0,0,0,0
"ENSMUSG00000096559",0,0,0,0,0,0
"ENSMUSG00000096560",0,0,0,0,0,0
"ENSMUSG00000096561",0,0,0,0,0,0
"ENSMUSG00000096562",0,0,0,0,0,0
"ENSMUSG00000096563",0,0,0,0,0,0
"ENSMUSG00000096564",0,0,0,0,0,0
"ENSMUSG00000096565",0,0,0,0,0,0
"ENSMUSG00000096566",0,0,0,0,0,0
"ENSMUSG00000096567",0,0,0,0,0,0
"ENSMUSG00000096568",0,0,0,0,0,0
"ENSMUSG00000096569",0,0,0,0,0,0
"ENSMUSG00000096570",0,0,0,0,0,0
"ENSMUSG00000096571",0,0,0,0,0,0
"ENSMUSG00000096572",0,0,0,0,0,0
"ENSMUSG00000096573",0,0,0,0,0,0
"ENSMUSG00000096574",0,0,0,0,0,0
"ENSMUSG00000096575",0,0,0,0,0,0
"ENSMUSG00000096576",0,0,0,0,0,0
"ENSMUSG00000096577",0,0,0,0,0,0
"ENSMUSG00000096578",0,0,0,1,0,0
"ENSMUSG00000096579",0,0,0,0,0,0
"ENSMUSG00000096580",0,0,0,0,0,0
"ENSMUSG00000096581",0,0,0,0,0,0
"ENSMUSG00000096582",0,0,0,0,0,0
"ENSMUSG00000096583",0,0,0,0,0,0
"ENSMUSG00000096584",0,0,0,0,0,0
"ENSMUSG00000096585",0,0,0,0,0,0
"ENSMUSG00000096586",0,0,0,0,0,0
"ENSMUSG00000096587",0,0,0,0,0,0
"ENSMUSG00000096588",0,0,0,0,0,0
"ENSMUSG00000096589",0,0,0,0,0,0
"ENSMUSG00000096590",0,0,0,0,0,0
"ENSMUSG00000096591",0,0,0,0,0,0
"ENSMUSG00000096592",0,0,0,0,0,0
"ENSMUSG00000096593",0,0,0,0,0,0
"ENSMUSG00000096594",0,0,0,0,0,0
"ENSMUSG00000096595",0,0,0,0,0,0
"ENSMUSG00000096596",0,0,0,0,0,0
"ENSMUSG00000096597",0,0,0,0,0,0
"ENSMUSG00000096598",0,0,0,0,0,0
"ENSMUSG00000096599",0,0,0,0,0,0
"ENSMUSG00000096600",0,0,0,0,0,0
"ENSMUSG00000096601",0,0,0,0,0,0
"ENSMUSG00000096602",0,0,0,0,0,0
"ENSMUSG00000096603",0,1,0,2,4,1
"ENSMUSG00000096604",0,0,0,0,0,0
"ENSMUSG00000096605",1,0,0,0,0,0
"ENSMUSG00000096606",0,0,1,0,2,0
"ENSMUSG00000096607",0,0,0,0,0,0
"ENSMUSG00000096608",0,0,0,0,0,0
"ENSMUSG00000096609",0,0,0,0,0,0
"ENSMUSG00000096610",0,0,0,0,0,0
"ENSMUSG00000096611",0,0,0,0,0,0
"ENSMUSG00000096612",0,0,0,0,0,0
"ENSMUSG00000096613",0,0,0,0,0,0
"ENSMUSG00000096614",0,0,0,0,0,0
"ENSMUSG00000096615",0,0,0,0,0,0
"ENSMUSG00000096616",0,0,0,0,0,0
"ENSMUSG00000096617",0,0,0,0,0,0
"ENSMUSG00000096618",0,0,0,0,0,0
"ENSMUSG00000096619",0,0,0,0,0,0
"ENSMUSG00000096620",0,0,0,0,0,0
"ENSMUSG00000096621",0,0,0,0,0,0
"ENSMUSG00000096622",0,0,0,0,0,0
"ENSMUSG00000096623",0,0,0,0,0,0
"ENSMUSG00000096624",0,0,0,0,0,0
"ENSMUSG00000096625",0,0,0,0,0,0
"ENSMUSG00000096626",0,0,0,0,0,0
"ENSMUSG00000096627",0,0,0,0,0,0
"ENSMUSG00000096628",2,1,1,1,4,1
"ENSMUSG00000096629",0,0,0,0,0,0
"ENSMUSG00000096630",0,0,0,0,2,0
"ENSMUSG00000096631",0,0,0,0,0,0
"ENSMUSG00000096632",0,0,0,0,0,0
"ENSMUSG00000096633",0,0,0,0,0,0
"ENSMUSG00000096634",0,0,0,0,0,0
"ENSMUSG00000096635",0,0,0,0,0,0
"ENSMUSG00000096636",0,0,0,0,0,0
"ENSMUSG00000096637",0,0,0,0,0,0
"ENSMUSG00000096638",0,0,0,0,0,0
"ENSMUSG00000096639",0,0,0,0,0,0
"ENSMUSG00000096640",0,0,0,0,0,0
"ENSMUSG00000096641",0,0,0,0,0,0
"ENSMUSG00000096642",0,0,0,0,0,0
"ENSMUSG00000096643",0,0,0,0,0,0
"ENSMUSG00000096644",0,0,0,0,0,0
"ENSMUSG00000096645",0,0,0,0,0,0
"ENSMUSG00000096646",0,0,0,0,0,0
"ENSMUSG00000096647",1,0,1,0,0,0
"ENSMUSG00000096648",0,0,0,0,0,0
"ENSMUSG00000096649",0,0,0,1,0,0
"ENSMUSG00000096650",0,0,0,0,0,0
"ENSMUSG00000096651",0,0,0,0,0,0
"ENSMUSG00000096652",0,0,0,0,0,0
"ENSMUSG00000096653",0,0,0,0,0,0
"ENSMUSG00000096654",0,0,0,0,0,0
"ENSMUSG00000096655",0,0,0,0,0,0
"ENSMUSG00000096656",0,0,0,0,0,0
"ENSMUSG00000096657",0,0,0,0,0,0
"ENSMUSG00000096658",0,0,0,0,0,0
"ENSMUSG00000096659",0,0,0,0,0,0
"ENSMUSG00000096660",0,0,0,0,0,0
"ENSMUSG00000096661",0,0,0,0,0,0
"ENSMUSG00000096662",0,0,0,0,0,0
"ENSMUSG00000096663",0,0,0,0,0,0
"ENSMUSG00000096664",0,0,0,0,0,0
"ENSMUSG00000096665",0,0,0,0,0,0
"ENSMUSG00000096666",0,0,0,0,0,0
"ENSMUSG00000096667",0,0,0,0,0,0
"ENSMUSG00000096668",0,0,0,0,0,0
"ENSMUSG00000096669",0,0,0,0,0,0
"ENSMUSG00000096670",0,0,0,0,0,0
"ENSMUSG00000096671",0,0,0,0,0,0
"ENSMUSG00000096672",0,0,0,0,0,0
"ENSMUSG00000096673",0,0,0,0,0,0
"ENSMUSG00000096674",0,0,0,0,0,0
"ENSMUSG00000096675",0,0,0,0,0,0
"ENSMUSG00000096676",0,0,0,0,0,0
"ENSMUSG00000096677",0,0,0,0,2,0
"ENSMUSG00000096678",0,0,0,0,0,0
"ENSMUSG00000096679",0,0,0,0,0,0
"ENSMUSG00000096680",0,0,0,0,0,0
"ENSMUSG00000096681",0,0,0,0,0,0
"ENSMUSG00000096682",0,0,0,0,0,0
"ENSMUSG00000096683",0,0,0,0,0,0
"ENSMUSG00000096684",0,0,0,0,0,0
"ENSMUSG00000096685",0,0,0,0,0,0
"ENSMUSG00000096686",0,0,0,0,0,0
"ENSMUSG00000096687",3,4,1,3,3,2
"ENSMUSG00000096688",0,0,0,0,0,0
"ENSMUSG00000096689",0,0,0,0,0,0
"ENSMUSG00000096690",0,0,0,0,0,0
"ENSMUSG00000096691",0,0,0,0,0,0
"ENSMUSG00000096692",0,0,0,0,0,0
"ENSMUSG00000096693",0,0,0,0,0,0
"ENSMUSG00000096694",0,0,0,0,0,0
"ENSMUSG00000096695",0,0,0,0,0,0
"ENSMUSG00000096696",0,0,0,0,0,0
"ENSMUSG00000096697",0,0,0,0,0,0
"ENSMUSG00000096698",0,0,0,0,0,0
"ENSMUSG00000096699",0,0,0,0,0,0
"ENSMUSG00000096700",0,0,0,0,0,0
"ENSMUSG00000096701",0,0,0,0,0,0
"ENSMUSG00000096702",0,0,0,0,0,0
"ENSMUSG00000096703",0,0,0,0,0,0
"ENSMUSG00000096704",0,0,0,0,0,0
"ENSMUSG00000096705",0,0,0,0,0,0
"ENSMUSG00000096706",0,0,0,0,0,0
"ENSMUSG00000096707",0,0,0,0,0,0
"ENSMUSG00000096708",0,0,0,0,0,0
"ENSMUSG00000096709",0,0,0,0,0,0
"ENSMUSG00000096710",0,0,0,0,0,0
"ENSMUSG00000096711",0,0,0,0,0,0
"ENSMUSG00000096712",0,0,0,0,0,0
"ENSMUSG00000096713",0,0,0,0,0,0
"ENSMUSG00000096714",0,0,0,0,0,0
"ENSMUSG00000096715",0,0,0,0,0,0
"ENSMUSG00000096716",0,0,0,0,0,0
"ENSMUSG00000096717",0,0,0,0,0,0
"ENSMUSG00000096718",0,0,0,0,0,0
"ENSMUSG00000096719",0,0,0,0,0,0
"ENSMUSG00000096720",0,0,0,0,0,0
"ENSMUSG00000096721",0,0,0,0,0,0
"ENSMUSG00000096722",0,0,0,0,0,0
"ENSMUSG00000096724",0,0,0,0,0,0
"ENSMUSG00000096725",0,0,0,0,0,0
"ENSMUSG00000096726",0,0,0,0,0,0
"ENSMUSG00000096727",0,1,0,0,1,0
"ENSMUSG00000096728",0,0,0,0,0,0
"ENSMUSG00000096729",0,0,0,0,0,0
"ENSMUSG00000096730",0,0,0,0,0,0
"ENSMUSG00000096731",0,0,0,0,0,0
"ENSMUSG00000096732",0,0,0,0,0,0
"ENSMUSG00000096733",0,0,0,0,0,0
"ENSMUSG00000096734",0,0,0,0,0,0
"ENSMUSG00000096735",0,0,0,0,0,0
"ENSMUSG00000096736",0,0,0,0,0,0
"ENSMUSG00000096737",0,0,0,0,0,0
"ENSMUSG00000096738",0,0,0,0,0,0
"ENSMUSG00000096739",0,0,0,0,0,0
"ENSMUSG00000096740",0,1,0,0,0,0
"ENSMUSG00000096741",0,0,0,0,0,0
"ENSMUSG00000096742",0,0,0,0,0,0
"ENSMUSG00000096743",0,0,0,0,0,0
"ENSMUSG00000096744",0,0,0,0,0,0
"ENSMUSG00000096745",0,0,0,0,0,0
"ENSMUSG00000096746",0,0,0,0,0,0
"ENSMUSG00000096747",0,0,0,0,0,0
"ENSMUSG00000096748",0,0,0,0,0,0
"ENSMUSG00000096749",0,0,0,0,0,0
"ENSMUSG00000096750",0,0,0,0,0,0
"ENSMUSG00000096751",0,0,0,0,0,0
"ENSMUSG00000096752",0,0,0,0,0,0
"ENSMUSG00000096753",0,0,0,1,0,0
"ENSMUSG00000096754",0,0,0,0,0,0
"ENSMUSG00000096755",0,0,0,0,0,0
"ENSMUSG00000096756",0,0,0,0,0,0
"ENSMUSG00000096757",0,0,0,0,0,0
"ENSMUSG00000096758",0,0,0,0,0,0
"ENSMUSG00000096759",0,0,0,0,0,0
"ENSMUSG00000096760",0,0,0,0,0,0
"ENSMUSG00000096761",0,0,0,0,0,0
"ENSMUSG00000096762",0,0,0,0,0,0
"ENSMUSG00000096763",0,0,0,0,0,0
"ENSMUSG00000096764",0,0,0,0,0,0
"ENSMUSG00000096765",0,0,0,0,0,0
"ENSMUSG00000096766",0,0,0,0,0,0
"ENSMUSG00000096767",0,0,0,0,0,0
"ENSMUSG00000096768",0,0,0,0,0,0
"ENSMUSG00000096769",0,0,0,0,0,0
"ENSMUSG00000096770",0,0,0,0,0,0
"ENSMUSG00000096771",0,0,0,0,0,0
"ENSMUSG00000096772",0,0,0,0,0,0
"ENSMUSG00000096773",0,0,0,0,0,0
"ENSMUSG00000096774",0,0,0,0,0,0
"ENSMUSG00000096775",0,0,0,0,0,0
"ENSMUSG00000096776",0,0,0,0,0,0
"ENSMUSG00000096777",0,0,0,0,0,0
"ENSMUSG00000096778",0,0,0,0,0,0
"ENSMUSG00000096779",0,0,0,0,0,0
"ENSMUSG00000096780",0,0,0,0,0,0
"ENSMUSG00000096781",0,0,0,0,0,0
"ENSMUSG00000096782",0,0,0,0,0,0
"ENSMUSG00000096783",0,0,0,0,0,0
"ENSMUSG00000096784",0,0,0,0,0,0
"ENSMUSG00000096785",0,0,0,0,0,0
"ENSMUSG00000096786",0,0,0,0,0,0
"ENSMUSG00000096787",0,0,0,0,0,0
"ENSMUSG00000096788",0,0,0,0,0,0
"ENSMUSG00000096789",0,0,0,0,0,0
"ENSMUSG00000096790",0,0,0,0,0,0
"ENSMUSG00000096791",0,0,0,0,0,0
"ENSMUSG00000096792",1,1,0,0,0,0
"ENSMUSG00000096793",0,0,0,0,0,0
"ENSMUSG00000096794",0,0,0,0,0,0
"ENSMUSG00000096795",0,0,0,0,0,0
"ENSMUSG00000096796",0,0,0,0,0,0
"ENSMUSG00000096797",0,0,0,0,0,0
"ENSMUSG00000096798",0,0,0,0,0,0
"ENSMUSG00000096799",0,0,0,0,0,0
"ENSMUSG00000096800",0,0,0,0,0,0
"ENSMUSG00000096801",0,0,0,0,0,0
"ENSMUSG00000096802",0,0,0,0,0,0
"ENSMUSG00000096803",0,0,0,0,0,0
"ENSMUSG00000096804",0,0,0,0,0,0
"ENSMUSG00000096805",0,0,0,0,0,0
"ENSMUSG00000096806",0,0,0,0,0,0
"ENSMUSG00000096807",0,0,0,0,0,1
"ENSMUSG00000096808",0,0,0,0,0,0
"ENSMUSG00000096810",0,0,0,0,0,0
"ENSMUSG00000096811",1,0,1,0,2,1
"ENSMUSG00000096812",0,0,0,0,0,0
"ENSMUSG00000096813",0,0,0,0,0,0
"ENSMUSG00000096814",0,0,0,0,0,0
"ENSMUSG00000096815",0,0,0,0,0,0
"ENSMUSG00000096816",0,0,0,0,0,0
"ENSMUSG00000096817",0,0,0,0,0,0
"ENSMUSG00000096818",0,0,0,0,0,0
"ENSMUSG00000096819",0,0,0,0,0,0
"ENSMUSG00000096820",0,0,0,0,0,0
"ENSMUSG00000096821",0,0,0,0,0,0
"ENSMUSG00000096822",0,0,0,0,0,0
"ENSMUSG00000096823",0,0,0,0,0,0
"ENSMUSG00000096824",0,0,0,0,0,0
"ENSMUSG00000096825",0,0,0,0,0,0
"ENSMUSG00000096826",0,0,0,0,0,0
"ENSMUSG00000096827",0,0,0,0,0,0
"ENSMUSG00000096828",0,0,0,0,0,0
"ENSMUSG00000096829",0,0,0,0,0,0
"ENSMUSG00000096830",0,0,0,0,0,0
"ENSMUSG00000096831",0,0,0,0,0,0
"ENSMUSG00000096832",3,3,2,4,2,3
"ENSMUSG00000096833",0,0,0,0,0,0
"ENSMUSG00000096834",0,0,0,0,0,0
"ENSMUSG00000096835",0,0,0,0,0,0
"ENSMUSG00000096836",0,0,0,0,0,0
"ENSMUSG00000096837",0,0,0,0,0,0
"ENSMUSG00000096838",0,0,0,0,0,0
"ENSMUSG00000096839",0,0,0,0,0,0
"ENSMUSG00000096840",0,0,0,0,0,0
"ENSMUSG00000096841",0,0,0,0,0,0
"ENSMUSG00000096842",0,0,0,0,0,0
"ENSMUSG00000096843",0,0,0,0,0,0
"ENSMUSG00000096844",0,0,0,0,0,0
"ENSMUSG00000096845",0,0,0,0,0,0
"ENSMUSG00000096846",0,0,0,0,0,0
"ENSMUSG00000096847",4,3,0,16,4,8
"ENSMUSG00000096848",0,0,0,0,0,0
"ENSMUSG00000096849",0,0,0,0,0,0
"ENSMUSG00000096850",0,0,0,0,0,0
"ENSMUSG00000096851",0,0,0,0,0,0
"ENSMUSG00000096852",0,0,0,0,0,0
"ENSMUSG00000096853",0,0,0,0,0,0
"ENSMUSG00000096854",0,0,0,0,0,0
"ENSMUSG00000096855",0,0,0,0,0,0
"ENSMUSG00000096856",0,0,0,0,0,0
"ENSMUSG00000096857",0,0,0,0,0,0
"ENSMUSG00000096858",0,0,0,0,0,0
"ENSMUSG00000096859",0,0,0,0,0,0
"ENSMUSG00000096860",0,0,0,0,0,0
"ENSMUSG00000096861",0,0,0,0,0,0
"ENSMUSG00000096862",0,0,0,0,0,0
"ENSMUSG00000096863",0,0,0,0,0,0
"ENSMUSG00000096864",0,0,0,0,0,0
"ENSMUSG00000096865",0,0,0,0,0,0
"ENSMUSG00000096866",0,0,0,0,0,0
"ENSMUSG00000096867",0,0,0,0,0,0
"ENSMUSG00000096868",0,0,0,0,0,0
"ENSMUSG00000096869",0,0,0,0,0,0
"ENSMUSG00000096870",0,0,0,0,0,0
"ENSMUSG00000096871",0,0,0,0,0,0
"ENSMUSG00000096872",0,0,0,0,0,0
"ENSMUSG00000096873",0,0,0,0,0,0
"ENSMUSG00000096874",0,0,0,0,0,0
"ENSMUSG00000096875",0,0,0,0,0,0
"ENSMUSG00000096876",0,0,0,0,0,0
"ENSMUSG00000096877",0,0,0,0,0,0
"ENSMUSG00000096878",0,0,0,0,0,0
"ENSMUSG00000096879",0,0,0,0,0,0
"ENSMUSG00000096880",0,0,0,0,0,0
"ENSMUSG00000096881",0,0,0,0,0,0
"ENSMUSG00000096882",0,0,0,0,0,0
"ENSMUSG00000096883",0,3,0,1,0,0
"ENSMUSG00000096884",0,0,0,0,0,0
"ENSMUSG00000096885",0,0,0,0,0,0
"ENSMUSG00000096887",0,0,0,0,0,0
"ENSMUSG00000096888",0,0,0,0,0,0
"ENSMUSG00000096889",0,0,0,0,0,0
"ENSMUSG00000096890",0,0,0,0,0,0
"ENSMUSG00000096891",0,0,0,0,0,0
"ENSMUSG00000096892",0,0,0,0,0,0
"ENSMUSG00000096893",0,0,0,0,0,0
"ENSMUSG00000096894",0,0,0,0,0,0
"ENSMUSG00000096895",0,0,0,0,0,0
"ENSMUSG00000096896",0,0,0,0,0,0
"ENSMUSG00000096897",0,0,0,0,0,0
"ENSMUSG00000096898",0,0,0,0,0,0
"ENSMUSG00000096899",0,0,0,0,0,0
"ENSMUSG00000096900",0,0,0,0,0,0
"ENSMUSG00000096901",0,0,0,0,0,0
"ENSMUSG00000096902",0,0,0,0,0,0
"ENSMUSG00000096903",0,0,0,0,0,0
"ENSMUSG00000096904",0,0,0,0,0,0
"ENSMUSG00000096905",0,0,0,0,0,0
"ENSMUSG00000096906",0,0,0,0,0,0
"ENSMUSG00000096907",0,0,0,0,0,0
"ENSMUSG00000096908",0,0,0,0,0,0
"ENSMUSG00000096909",0,0,0,0,0,0
"ENSMUSG00000096910",0,0,1,1,0,0
"ENSMUSG00000096911",0,0,0,0,0,0
"ENSMUSG00000096912",0,0,0,0,0,0
"ENSMUSG00000096913",0,0,0,0,0,0
"ENSMUSG00000096914",1,0,0,0,1,3
"ENSMUSG00000096915",0,0,0,0,0,0
"ENSMUSG00000096917",0,0,0,0,0,0
"ENSMUSG00000096918",0,0,0,0,0,0
"ENSMUSG00000096919",0,0,0,0,0,0
"ENSMUSG00000096920",0,0,0,0,0,0
"ENSMUSG00000096921",0,0,0,0,0,0
"ENSMUSG00000096922",0,0,0,0,0,0
"ENSMUSG00000096923",0,1,0,0,0,0
"ENSMUSG00000096924",0,0,0,0,0,0
"ENSMUSG00000096925",0,0,0,0,0,0
"ENSMUSG00000096926",0,0,0,1,2,1
"ENSMUSG00000096927",0,0,0,0,0,0
"ENSMUSG00000096928",0,0,0,0,0,0
"ENSMUSG00000096929",7,10,2,29,8,9
"ENSMUSG00000096931",0,0,0,0,0,0
"ENSMUSG00000096932",0,0,0,0,0,0
"ENSMUSG00000096933",1,0,0,0,0,0
"ENSMUSG00000096934",0,0,0,0,0,0
"ENSMUSG00000096935",1,2,0,1,1,1
"ENSMUSG00000096936",0,1,0,1,0,0
"ENSMUSG00000096937",0,0,0,0,0,0
"ENSMUSG00000096938",0,0,0,0,0,0
"ENSMUSG00000096939",0,0,0,0,0,0
"ENSMUSG00000096940",0,0,0,0,0,0
"ENSMUSG00000096941",0,0,0,0,1,0
"ENSMUSG00000096942",0,1,0,1,0,0
"ENSMUSG00000096943",0,1,1,0,0,0
"ENSMUSG00000096944",0,0,0,0,0,0
"ENSMUSG00000096945",1,3,0,2,1,0
"ENSMUSG00000096946",0,0,0,0,0,0
"ENSMUSG00000096947",3,0,0,0,0,0
"ENSMUSG00000096948",0,0,1,0,2,0
"ENSMUSG00000096949",0,0,0,0,0,0
"ENSMUSG00000096950",0,0,0,0,0,0
"ENSMUSG00000096951",0,0,0,0,0,0
"ENSMUSG00000096952",0,1,1,0,3,0
"ENSMUSG00000096954",0,0,0,0,0,0
"ENSMUSG00000096955",0,0,0,0,0,0
"ENSMUSG00000096956",0,0,0,0,0,0
"ENSMUSG00000096957",0,0,0,0,0,0
"ENSMUSG00000096958",0,0,0,0,0,0
"ENSMUSG00000096959",0,0,0,0,0,0
"ENSMUSG00000096960",0,0,0,0,0,0
"ENSMUSG00000096961",0,0,0,0,0,0
"ENSMUSG00000096962",0,0,0,0,0,0
"ENSMUSG00000096963",0,0,0,0,0,0
"ENSMUSG00000096964",0,0,0,0,0,1
"ENSMUSG00000096965",0,0,0,0,0,0
"ENSMUSG00000096966",0,0,0,0,0,0
"ENSMUSG00000096967",0,0,0,0,0,0
"ENSMUSG00000096968",0,0,0,0,0,0
"ENSMUSG00000096969",0,0,0,0,0,0
"ENSMUSG00000096970",0,0,0,0,0,0
"ENSMUSG00000096971",0,0,0,0,0,0
"ENSMUSG00000096972",0,0,0,0,0,0
"ENSMUSG00000096973",0,0,0,0,0,0
"ENSMUSG00000096974",0,0,0,0,0,0
"ENSMUSG00000096975",0,0,0,0,0,0
"ENSMUSG00000096976",0,0,0,0,0,1
"ENSMUSG00000096977",0,0,0,0,0,0
"ENSMUSG00000096978",0,0,0,0,0,0
"ENSMUSG00000096979",0,0,0,0,0,0
"ENSMUSG00000096980",0,0,0,0,0,0
"ENSMUSG00000096981",2,0,0,0,1,0
"ENSMUSG00000096982",0,0,0,0,0,0
"ENSMUSG00000096983",1,0,0,0,0,0
"ENSMUSG00000096984",0,0,0,0,0,0
"ENSMUSG00000096985",0,0,0,0,0,0
"ENSMUSG00000096986",0,0,0,0,0,0
"ENSMUSG00000096987",0,0,0,0,0,0
"ENSMUSG00000096988",1,0,0,2,1,0
"ENSMUSG00000096989",0,0,0,0,0,0
"ENSMUSG00000096990",0,0,0,0,0,0
"ENSMUSG00000096991",0,0,0,0,0,0
"ENSMUSG00000096992",0,0,0,0,0,0
"ENSMUSG00000096993",0,2,0,1,0,0
"ENSMUSG00000096994",0,0,0,0,0,0
"ENSMUSG00000096995",0,2,0,1,1,0
"ENSMUSG00000096996",1,0,0,0,0,0
"ENSMUSG00000096997",0,0,0,0,0,0
"ENSMUSG00000096998",0,0,0,0,0,0
"ENSMUSG00000096999",0,1,0,3,0,0
"ENSMUSG00000097000",0,0,0,0,0,0
"ENSMUSG00000097001",0,0,0,0,0,0
"ENSMUSG00000097002",0,0,0,0,0,0
"ENSMUSG00000097003",0,0,0,0,0,0
"ENSMUSG00000097004",1,0,0,0,0,0
"ENSMUSG00000097005",0,0,0,0,0,0
"ENSMUSG00000097006",3,4,1,16,6,0
"ENSMUSG00000097007",0,0,0,2,1,0
"ENSMUSG00000097008",0,0,0,0,0,0
"ENSMUSG00000097009",0,0,0,0,0,0
"ENSMUSG00000097010",0,0,0,0,0,0
"ENSMUSG00000097011",0,0,0,0,0,0
"ENSMUSG00000097012",0,0,0,0,0,0
"ENSMUSG00000097013",0,0,0,0,0,0
"ENSMUSG00000097014",0,0,0,1,0,0
"ENSMUSG00000097015",0,0,0,0,0,0
"ENSMUSG00000097016",0,0,0,0,0,0
"ENSMUSG00000097017",0,0,0,0,0,0
"ENSMUSG00000097018",0,0,0,0,0,0
"ENSMUSG00000097019",0,0,0,0,0,1
"ENSMUSG00000097020",0,0,0,0,0,0
"ENSMUSG00000097021",4,2,1,0,1,0
"ENSMUSG00000097022",0,1,0,0,0,0
"ENSMUSG00000097023",0,1,0,2,1,1
"ENSMUSG00000097024",0,0,0,0,0,0
"ENSMUSG00000097025",0,0,0,0,1,0
"ENSMUSG00000097026",0,1,0,0,0,0
"ENSMUSG00000097027",0,0,0,1,0,0
"ENSMUSG00000097028",0,0,0,0,0,0
"ENSMUSG00000097029",0,1,0,0,0,0
"ENSMUSG00000097030",0,0,0,0,0,0
"ENSMUSG00000097031",0,0,0,0,0,0
"ENSMUSG00000097032",0,0,0,1,0,0
"ENSMUSG00000097033",0,1,0,0,0,0
"ENSMUSG00000097034",0,0,0,0,0,0
"ENSMUSG00000097035",0,0,0,0,0,0
"ENSMUSG00000097036",0,0,0,0,0,0
"ENSMUSG00000097037",0,0,0,0,0,0
"ENSMUSG00000097039",0,0,2,4,2,1
"ENSMUSG00000097040",0,1,0,0,0,0
"ENSMUSG00000097041",2,1,1,5,11,2
"ENSMUSG00000097042",0,1,0,1,0,0
"ENSMUSG00000097043",0,0,0,0,0,0
"ENSMUSG00000097044",0,0,0,0,0,0
"ENSMUSG00000097045",0,0,0,0,0,0
"ENSMUSG00000097046",0,0,0,0,0,0
"ENSMUSG00000097047",0,0,0,0,0,0
"ENSMUSG00000097048",2,0,0,0,2,2
"ENSMUSG00000097049",1,0,0,0,1,0
"ENSMUSG00000097050",0,0,0,0,0,0
"ENSMUSG00000097051",0,0,0,0,0,0
"ENSMUSG00000097052",8,14,4,15,15,12
"ENSMUSG00000097053",0,0,0,0,0,0
"ENSMUSG00000097054",0,0,0,0,0,0
"ENSMUSG00000097055",0,3,0,1,1,0
"ENSMUSG00000097056",0,0,0,0,0,0
"ENSMUSG00000097057",0,0,1,0,1,0
"ENSMUSG00000097058",0,0,0,0,0,0
"ENSMUSG00000097059",0,2,0,1,1,0
"ENSMUSG00000097060",0,0,0,0,0,0
"ENSMUSG00000097061",1,0,0,1,0,0
"ENSMUSG00000097062",0,1,0,1,1,1
"ENSMUSG00000097063",0,0,0,0,2,0
"ENSMUSG00000097064",0,0,0,0,0,0
"ENSMUSG00000097065",0,0,0,0,0,0
"ENSMUSG00000097066",0,0,0,0,0,0
"ENSMUSG00000097067",0,0,0,0,0,0
"ENSMUSG00000097068",0,0,0,0,0,0
"ENSMUSG00000097069",1,0,0,1,0,1
"ENSMUSG00000097070",1,1,0,0,0,0
"ENSMUSG00000097071",0,0,0,0,0,0
"ENSMUSG00000097072",1,0,0,0,0,0
"ENSMUSG00000097073",0,0,0,0,0,0
"ENSMUSG00000097074",0,0,0,1,0,0
"ENSMUSG00000097075",0,0,0,0,1,0
"ENSMUSG00000097076",0,0,0,0,0,0
"ENSMUSG00000097077",0,3,0,1,1,1
"ENSMUSG00000097078",0,0,0,1,0,0
"ENSMUSG00000097079",0,0,0,0,0,1
"ENSMUSG00000097080",2,2,3,1,1,0
"ENSMUSG00000097081",1,0,0,0,0,0
"ENSMUSG00000097082",0,0,0,0,0,0
"ENSMUSG00000097083",0,1,1,1,1,1
"ENSMUSG00000097084",0,0,0,0,0,0
"ENSMUSG00000097085",0,0,0,0,0,0
"ENSMUSG00000097086",0,0,0,0,0,0
"ENSMUSG00000097087",0,0,0,0,0,0
"ENSMUSG00000097088",0,0,0,0,0,0
"ENSMUSG00000097089",0,0,0,0,0,0
"ENSMUSG00000097090",0,0,0,0,0,0
"ENSMUSG00000097091",0,0,0,0,0,0
"ENSMUSG00000097092",0,0,0,0,0,0
"ENSMUSG00000097093",1,2,0,1,0,0
"ENSMUSG00000097094",0,0,0,1,0,0
"ENSMUSG00000097095",0,0,0,0,0,0
"ENSMUSG00000097096",0,0,0,0,0,0
"ENSMUSG00000097097",0,0,0,0,0,0
"ENSMUSG00000097098",0,0,1,0,0,0
"ENSMUSG00000097099",0,1,1,0,0,0
"ENSMUSG00000097100",1,0,0,1,0,1
"ENSMUSG00000097101",0,0,0,0,0,0
"ENSMUSG00000097102",0,0,0,2,0,1
